date,state,district,sex,abs,rate
2023-01-01,Kelantan,Kecil Lojing,female,34.0,6.296296296296296
2023-01-01,Kelantan,Kecil Lojing,male,36.0,6.315789473684211
2023-01-01,Kelantan,Kota Bharu,both,3601.0,6.25390760680792
2023-01-01,Kelantan,Kota Bharu,female,1622.0,5.631944444444445
2023-01-01,Kelantan,Kota Bharu,male,1979.0,6.87630298818624
2023-01-01,Kelantan,Kuala Krai,both,739.0,6.755027422303473
2023-01-01,Kelantan,Kuala Krai,female,339.0,6.243093922651934
2023-01-01,Kelantan,Kuala Krai,male,400.0,7.259528130671506
2023-01-01,Kelantan,Machang,both,762.0,6.6088464874241115
2023-01-01,Kelantan,Machang,female,364.0,6.286701208981002
2023-01-01,Kelantan,Machang,male,398.0,6.945898778359512
2023-01-01,Kelantan,Pasir Mas,both,1571.0,6.6147368421052635
2023-01-01,Kelantan,Pasir Mas,female,710.0,6.0580204778157
2023-01-01,Kelantan,Pasir Mas,male,861.0,7.157107231920199
2023-01-01,Kelantan,Pasir Puteh,both,1061.0,7.524822695035461
2023-01-01,Kelantan,Pasir Puteh,female,500.0,7.032348804500704
2023-01-01,Kelantan,Pasir Puteh,male,561.0,8.025751072961373
2023-01-01,Kelantan,Tanah Merah,both,962.0,6.162716207559257
2023-01-01,Kelantan,Tanah Merah,female,409.0,5.388669301712779
2023-01-01,Kelantan,Tanah Merah,male,553.0,6.903870162297129
2023-01-01,Kelantan,Tumpat,both,1240.0,6.648793565683646
2023-01-01,Kelantan,Tumpat,female,575.0,6.104033970276008
2023-01-01,Kelantan,Tumpat,male,665.0,7.204767063921993
2024-01-01,Kelantan,Bachok,both,981.0,5.9
2024-01-01,Kelantan,Bachok,female,407.0,4.8
2024-01-01,Kelantan,Bachok,male,574.0,7.2
2024-01-01,Kelantan,Gua Musang,both,536.0,4.9
2024-01-01,Kelantan,Gua Musang,female,210.0,4.2
2024-01-01,Kelantan,Gua Musang,male,326.0,5.4
2024-01-01,Kelantan,Jeli,both,314.0,5.4
2024-01-01,Kelantan,Jeli,female,143.0,5.0
2024-01-01,Kelantan,Jeli,male,171.0,5.9
2024-01-01,Kelantan,Kecil Lojing,both,56.0,4.9
2024-01-01,Kelantan,Kecil Lojing,female,30.0,5.5
2024-01-01,Kelantan,Kecil Lojing,male,26.0,4.4
2024-01-01,Kelantan,Kota Bharu,both,3478.0,6.0
2024-01-01,Kelantan,Kota Bharu,female,1636.0,5.6
2024-01-01,Kelantan,Kota Bharu,male,1842.0,6.3
2024-01-01,Kelantan,Kuala Krai,both,800.0,7.2
2024-01-01,Kelantan,Kuala Krai,female,350.0,6.3
2024-01-01,Kelantan,Kuala Krai,male,450.0,8.0
2024-01-01,Kelantan,Machang,both,781.0,6.7
2024-01-01,Kelantan,Machang,female,346.0,5.9
2024-01-01,Kelantan,Machang,male,435.0,7.5
2024-01-01,Kelantan,Pasir Mas,both,1563.0,6.5
2024-01-01,Kelantan,Pasir Mas,female,699.0,5.9
2024-01-01,Kelantan,Pasir Mas,male,864.0,7.1
2024-01-01,Kelantan,Pasir Puteh,both,1028.0,7.2
2024-01-01,Kelantan,Pasir Puteh,female,468.0,6.5
2024-01-01,Kelantan,Pasir Puteh,male,560.0,7.9
2024-01-01,Kelantan,Tanah Merah,both,904.0,5.7
2024-01-01,Kelantan,Tanah Merah,female,392.0,5.1
2024-01-01,Kelantan,Tanah Merah,male,512.0,6.3
2024-01-01,Kelantan,Tumpat,both,1221.0,6.5
2024-01-01,Kelantan,Tumpat,female,525.0,5.5
2024-01-01,Kelantan,Tumpat,male,696.0,7.4
2020-01-01,Melaka,Alor Gajah,both,1318.0,5.284683239775461
2020-01-01,Melaka,Alor Gajah,female,576.0,4.776119402985075
2020-01-01,Melaka,Alor Gajah,male,742.0,5.760869565217391
2020-01-01,Melaka,Jasin,both,966.0,6.3594470046082945
2020-01-01,Melaka,Jasin,female,442.0,6.296296296296296
2020-01-01,Melaka,Jasin,male,524.0,6.405867970660147
2020-01-01,Melaka,Melaka Tengah,both,3156.0,5.2855468095796345
2020-01-01,Melaka,Melaka Tengah,female,1354.0,4.789529536611249
2020-01-01,Melaka,Melaka Tengah,male,1802.0,5.731552162849873
2021-01-01,Melaka,Alor Gajah,both,1715.0,6.8326693227091635
2021-01-01,Melaka,Alor Gajah,female,792.0,6.518518518518518
2021-01-01,Melaka,Alor Gajah,male,923.0,7.127413127413128
2021-01-01,Melaka,Jasin,both,1287.0,8.255291853752405
2021-01-01,Melaka,Jasin,female,557.0,7.812061711079944
2021-01-01,Melaka,Jasin,male,730.0,8.628841607565013
2021-01-01,Melaka,Melaka Tengah,both,4081.0,6.827840053538564
2021-01-01,Melaka,Melaka Tengah,female,1813.0,6.377066479071403
2021-01-01,Melaka,Melaka Tengah,male,2268.0,7.239067985955953
2022-01-01,Melaka,Alor Gajah,both,1668.0,6.624305003971406
2022-01-01,Melaka,Alor Gajah,female,785.0,6.429156429156429
2022-01-01,Melaka,Alor Gajah,male,883.0,6.802773497688752
2022-01-01,Melaka,Jasin,both,1300.0,8.447043534762832
2022-01-01,Melaka,Jasin,female,581.0,8.125874125874127
2022-01-01,Melaka,Jasin,male,719.0,8.725728155339805
2022-01-01,Melaka,Melaka Tengah,both,3662.0,6.074983410749835
2022-01-01,Melaka,Melaka Tengah,female,1595.0,5.571079287460705
2022-01-01,Melaka,Melaka Tengah,male,2067.0,6.530805687203792
2023-01-01,Melaka,Alor Gajah,both,1571.0,6.129535700351151
2023-01-01,Melaka,Alor Gajah,female,710.0,5.739692805173807
2023-01-01,Melaka,Alor Gajah,male,861.0,6.493212669683258
2023-01-01,Melaka,Jasin,both,1127.0,7.294498381877022
2023-01-01,Melaka,Jasin,female,533.0,7.402777777777778
2023-01-01,Melaka,Jasin,male,594.0,7.2
2023-01-01,Melaka,Melaka Tengah,both,3492.0,5.65506072874494
2023-01-01,Melaka,Melaka Tengah,female,1491.0,5.128998968008256
2023-01-01,Melaka,Melaka Tengah,male,2001.0,6.123011015911873
2024-01-01,Melaka,Alor Gajah,both,1513.0,5.8
2024-01-01,Melaka,Alor Gajah,female,652.0,5.2
2024-01-01,Melaka,Alor Gajah,male,861.0,6.4
2024-01-01,Melaka,Jasin,both,1126.0,7.2
2024-01-01,Melaka,Jasin,female,492.0,6.7
2024-01-01,Melaka,Jasin,male,634.0,7.6
2024-01-01,Melaka,Melaka Tengah,both,3647.0,5.8
2024-01-01,Melaka,Melaka Tengah,female,1545.0,5.3
2024-01-01,Melaka,Melaka Tengah,male,2102.0,6.2
2020-01-01,Negeri Sembilan,Jelebu,both,338.0,7.331887201735357
2020-01-01,Negeri Sembilan,Jelebu,female,142.0,6.761904761904762
2020-01-01,Negeri Sembilan,Jelebu,male,196.0,7.84
2020-01-01,Negeri Sembilan,Jempol,both,960.0,7.547169811320755
2020-01-01,Negeri Sembilan,Jempol,female,372.0,6.058631921824104
2020-01-01,Negeri Sembilan,Jempol,male,588.0,8.936170212765958
2020-01-01,Negeri Sembilan,Kuala Pilah,both,596.0,8.477951635846374
2020-01-01,Negeri Sembilan,Kuala Pilah,female,287.0,8.36734693877551
2020-01-01,Negeri Sembilan,Kuala Pilah,male,309.0,8.583333333333334
2020-01-01,Negeri Sembilan,Port Dickson,both,771.0,5.990675990675991
2020-01-01,Negeri Sembilan,Port Dickson,female,315.0,5.21523178807947
2020-01-01,Negeri Sembilan,Port Dickson,male,456.0,6.676427525622255
2020-01-01,Negeri Sembilan,Rembau,both,385.0,8.13953488372093
2020-01-01,Negeri Sembilan,Rembau,female,172.0,7.381974248927039
2020-01-01,Negeri Sembilan,Rembau,male,213.0,8.875
2020-01-01,Negeri Sembilan,Seremban,both,3222.0,4.654051711685685
2020-01-01,Negeri Sembilan,Seremban,female,1339.0,4.0065828845002995
2020-01-01,Negeri Sembilan,Seremban,male,1883.0,5.258307735269478
2020-01-01,Negeri Sembilan,Tampin,both,727.0,8.251986379114642
2020-01-01,Negeri Sembilan,Tampin,female,328.0,7.941888619854722
2020-01-01,Negeri Sembilan,Tampin,male,399.0,8.525641025641026
2021-01-01,Negeri Sembilan,Jelebu,both,418.0,9.126637554585152
2021-01-01,Negeri Sembilan,Jelebu,female,178.0,8.43601895734597
2021-01-01,Negeri Sembilan,Jelebu,male,240.0,9.716599190283402
2021-01-01,Negeri Sembilan,Jempol,both,1163.0,9.15027537372148
2021-01-01,Negeri Sembilan,Jempol,female,475.0,7.686084142394822
2021-01-01,Negeri Sembilan,Jempol,male,688.0,10.535987748851456
2021-01-01,Negeri Sembilan,Kuala Pilah,both,819.0,11.7
2021-01-01,Negeri Sembilan,Kuala Pilah,female,391.0,11.366279069767442
2021-01-01,Negeri Sembilan,Kuala Pilah,male,428.0,11.98879551820728
2021-01-01,Negeri Sembilan,Port Dickson,both,982.0,7.618308766485647
2021-01-01,Negeri Sembilan,Port Dickson,female,422.0,6.952224052718286
2021-01-01,Negeri Sembilan,Port Dickson,male,560.0,8.199121522693998
2021-01-01,Negeri Sembilan,Rembau,both,520.0,10.970464135021098
2021-01-01,Negeri Sembilan,Rembau,female,263.0,11.191489361702128
2021-01-01,Negeri Sembilan,Rembau,male,257.0,10.708333333333334
2021-01-01,Negeri Sembilan,Seremban,both,4478.0,6.432983766700186
2021-01-01,Negeri Sembilan,Seremban,female,1881.0,5.583259127337489
2021-01-01,Negeri Sembilan,Seremban,male,2597.0,7.231968810916179
2021-01-01,Negeri Sembilan,Tampin,both,785.0,8.84009009009009
2021-01-01,Negeri Sembilan,Tampin,female,349.0,8.389423076923077
2021-01-01,Negeri Sembilan,Tampin,male,436.0,9.256900212314225
2022-01-01,Negeri Sembilan,Jelebu,both,452.0,9.76241900647948
2022-01-01,Negeri Sembilan,Jelebu,female,205.0,9.669811320754718
2022-01-01,Negeri Sembilan,Jelebu,male,247.0,9.88
2022-01-01,Negeri Sembilan,Jempol,both,1195.0,9.365203761755486
2022-01-01,Negeri Sembilan,Jempol,female,499.0,8.035426731078905
2022-01-01,Negeri Sembilan,Jempol,male,696.0,10.625954198473282
2022-01-01,Negeri Sembilan,Kuala Pilah,both,812.0,11.534090909090908
2022-01-01,Negeri Sembilan,Kuala Pilah,female,393.0,11.424418604651164
2022-01-01,Negeri Sembilan,Kuala Pilah,male,419.0,11.63888888888889
2022-01-01,Negeri Sembilan,Port Dickson,both,942.0,7.240584166026134
2022-01-01,Negeri Sembilan,Port Dickson,female,356.0,5.807504078303426
2022-01-01,Negeri Sembilan,Port Dickson,male,586.0,8.505079825834542
2022-01-01,Negeri Sembilan,Rembau,both,442.0,9.246861924686192
2022-01-01,Negeri Sembilan,Rembau,female,214.0,9.067796610169491
2022-01-01,Negeri Sembilan,Rembau,male,228.0,9.421487603305785
2022-01-01,Negeri Sembilan,Seremban,both,3993.0,5.72965992251399
2022-01-01,Negeri Sembilan,Seremban,female,1671.0,4.939402896837127
2022-01-01,Negeri Sembilan,Seremban,male,2322.0,6.475181260457334
2022-01-01,Negeri Sembilan,Tampin,both,800.0,9.00900900900901
2022-01-01,Negeri Sembilan,Tampin,female,339.0,8.110047846889954
2022-01-01,Negeri Sembilan,Tampin,male,461.0,9.808510638297872
2023-01-01,Negeri Sembilan,Jelebu,both,380.0,8.0
2023-01-01,Negeri Sembilan,Jelebu,female,145.0,6.744186046511628
2023-01-01,Negeri Sembilan,Jelebu,male,235.0,9.038461538461538
2023-01-01,Negeri Sembilan,Jempol,both,1120.0,8.64864864864865
2023-01-01,Negeri Sembilan,Jempol,female,456.0,7.272727272727272
2023-01-01,Negeri Sembilan,Jempol,male,664.0,9.955022488755622
2023-01-01,Negeri Sembilan,Kuala Pilah,both,728.0,10.196078431372548
2023-01-01,Negeri Sembilan,Kuala Pilah,female,348.0,10.057803468208093
2023-01-01,Negeri Sembilan,Kuala Pilah,male,380.0,10.354223433242506
2023-01-01,Negeri Sembilan,Port Dickson,both,892.0,6.721929163526752
2023-01-01,Negeri Sembilan,Port Dickson,female,372.0,5.961538461538462
2023-01-01,Negeri Sembilan,Port Dickson,male,520.0,7.386363636363636
2023-01-01,Negeri Sembilan,Rembau,both,435.0,8.969072164948454
2023-01-01,Negeri Sembilan,Rembau,female,205.0,8.61344537815126
2023-01-01,Negeri Sembilan,Rembau,male,230.0,9.31174089068826
2023-01-01,Negeri Sembilan,Seremban,both,3913.0,5.546420978029766
2023-01-01,Negeri Sembilan,Seremban,female,1678.0,4.9021326321939815
2023-01-01,Negeri Sembilan,Seremban,male,2235.0,6.153634361233481
2023-01-01,Negeri Sembilan,Tampin,both,764.0,8.507795100222717
2023-01-01,Negeri Sembilan,Tampin,female,304.0,7.203791469194313
2023-01-01,Negeri Sembilan,Tampin,male,460.0,9.643605870020965
2024-01-01,Negeri Sembilan,Jelebu,both,431.0,8.9
2024-01-01,Negeri Sembilan,Jelebu,female,172.0,7.9
2024-01-01,Negeri Sembilan,Jelebu,male,259.0,9.6
2024-01-01,Negeri Sembilan,Jempol,both,1155.0,8.8
2024-01-01,Negeri Sembilan,Jempol,female,449.0,7.1
2024-01-01,Negeri Sembilan,Jempol,male,706.0,10.4
2024-01-01,Negeri Sembilan,Kuala Pilah,both,738.0,10.2
2024-01-01,Negeri Sembilan,Kuala Pilah,female,340.0,9.8
2024-01-01,Negeri Sembilan,Kuala Pilah,male,398.0,10.6
2024-01-01,Negeri Sembilan,Port Dickson,both,962.0,7.1
2024-01-01,Negeri Sembilan,Port Dickson,female,404.0,6.4
2024-01-01,Negeri Sembilan,Port Dickson,male,558.0,7.8
2024-01-01,Negeri Sembilan,Rembau,both,471.0,9.6
2024-01-01,Negeri Sembilan,Rembau,female,223.0,9.3
2024-01-01,Negeri Sembilan,Rembau,male,248.0,9.8
2024-01-01,Negeri Sembilan,Seremban,both,4162.0,5.8
2024-01-01,Negeri Sembilan,Seremban,female,1751.0,5.1
2024-01-01,Negeri Sembilan,Seremban,male,2411.0,6.6
2024-01-01,Negeri Sembilan,Tampin,both,767.0,8.5
2024-01-01,Negeri Sembilan,Tampin,female,362.0,8.5
2024-01-01,Negeri Sembilan,Tampin,male,405.0,8.4
2020-01-01,Pahang,Bentong,both,703.0,6.0188356164383565
2020-01-01,Pahang,Bentong,female,282.0,5.573122529644269
2020-01-01,Pahang,Bentong,male,421.0,6.359516616314199
2020-01-01,Pahang,Bera,both,615.0,6.269113149847096
2020-01-01,Pahang,Bera,female,223.0,4.87964989059081
2020-01-01,Pahang,Bera,male,392.0,7.480916030534352
2020-01-01,Pahang,Cameron Highlands,both,159.0,4.076923076923077
2020-01-01,Pahang,Cameron Highlands,female,56.0,3.333333333333333
2020-01-01,Pahang,Cameron Highlands,male,103.0,4.63963963963964
2020-01-01,Pahang,Jerantut,both,577.0,6.010416666666667
2020-01-01,Pahang,Jerantut,female,243.0,5.412026726057906
2020-01-01,Pahang,Jerantut,male,334.0,6.536203522504892
2020-01-01,Pahang,Kuantan,both,2126.0,3.879562043795621
2020-01-01,Pahang,Kuantan,female,867.0,3.2990867579908674
2020-01-01,Pahang,Kuantan,male,1259.0,4.414446002805049
2020-01-01,Pahang,Lipis,both,531.0,5.496894409937888
2020-01-01,Pahang,Lipis,female,228.0,5.022026431718062
2020-01-01,Pahang,Lipis,male,303.0,5.91796875
2020-01-01,Pahang,Maran,both,845.0,7.524487978628674
2020-01-01,Pahang,Maran,female,355.0,6.6231343283582085
2020-01-01,Pahang,Maran,male,490.0,8.347529812606473
2020-01-01,Pahang,Pekan,both,718.0,5.924092409240924
2020-01-01,Pahang,Pekan,female,293.0,5.250896057347671
2020-01-01,Pahang,Pekan,male,425.0,6.498470948012232
2020-01-01,Pahang,Raub,both,637.0,6.628511966701353
2020-01-01,Pahang,Raub,female,261.0,5.77433628318584
2020-01-01,Pahang,Raub,male,376.0,7.387033398821219
2020-01-01,Pahang,Rompin,both,670.0,6.829765545361876
2020-01-01,Pahang,Rompin,female,255.0,5.717488789237668
2020-01-01,Pahang,Rompin,male,415.0,7.757009345794392
2020-01-01,Pahang,Temerloh,both,1092.0,6.461538461538462
2020-01-01,Pahang,Temerloh,female,439.0,5.373317013463892
2020-01-01,Pahang,Temerloh,male,653.0,7.479954180985109
2021-01-01,Pahang,Bentong,both,926.0,8.003457216940363
2021-01-01,Pahang,Bentong,female,403.0,7.9644268774703555
2021-01-01,Pahang,Bentong,male,523.0,8.033794162826421
2021-01-01,Pahang,Bera,both,704.0,7.183673469387755
2021-01-01,Pahang,Bera,female,292.0,6.3478260869565215
2021-01-01,Pahang,Bera,male,412.0,7.923076923076923
2021-01-01,Pahang,Cameron Highlands,both,214.0,5.558441558441558
2021-01-01,Pahang,Cameron Highlands,female,80.0,4.733727810650888
2021-01-01,Pahang,Cameron Highlands,male,134.0,6.175115207373272
2021-01-01,Pahang,Jerantut,both,714.0,7.445255474452554
2021-01-01,Pahang,Jerantut,female,297.0,6.57079646017699
2021-01-01,Pahang,Jerantut,male,417.0,8.208661417322835
2021-01-01,Pahang,Kuantan,both,2644.0,4.767399927875946
2021-01-01,Pahang,Kuantan,female,1083.0,4.076025592773806
2021-01-01,Pahang,Kuantan,male,1561.0,5.4032537210107305
2021-01-01,Pahang,Lipis,both,553.0,5.724637681159421
2021-01-01,Pahang,Lipis,female,225.0,4.9126637554585155
2021-01-01,Pahang,Lipis,male,328.0,6.456692913385827
2021-01-01,Pahang,Maran,both,1085.0,9.559471365638766
2021-01-01,Pahang,Maran,female,427.0,7.82051282051282
2021-01-01,Pahang,Maran,male,658.0,11.171477079796263
2021-01-01,Pahang,Pekan,both,801.0,6.533442088091355
2021-01-01,Pahang,Pekan,female,321.0,5.68141592920354
2021-01-01,Pahang,Pekan,male,480.0,7.261724659606657
2021-01-01,Pahang,Raub,both,695.0,7.239583333333333
2021-01-01,Pahang,Raub,female,292.0,6.417582417582418
2021-01-01,Pahang,Raub,male,403.0,7.98019801980198
2021-01-01,Pahang,Rompin,both,777.0,7.723658051689862
2021-01-01,Pahang,Rompin,female,312.0,6.872246696035242
2021-01-01,Pahang,Rompin,male,465.0,8.42391304347826
2021-01-01,Pahang,Temerloh,both,1253.0,7.396694214876033
2021-01-01,Pahang,Temerloh,female,525.0,6.37910085054678
2021-01-01,Pahang,Temerloh,male,728.0,8.358208955223882
2022-01-01,Pahang,Bentong,both,914.0,7.832047986289632
2022-01-01,Pahang,Bentong,female,376.0,7.387033398821219
2022-01-01,Pahang,Bentong,male,538.0,8.17629179331307
2022-01-01,Pahang,Bera,both,724.0,7.320525783619818
2022-01-01,Pahang,Bera,female,276.0,5.961123110151188
2022-01-01,Pahang,Bera,male,448.0,8.517110266159696
2022-01-01,Pahang,Cameron Highlands,both,216.0,5.5102040816326525
2022-01-01,Pahang,Cameron Highlands,female,83.0,4.882352941176471
2022-01-01,Pahang,Cameron Highlands,male,133.0,6.018099547511312
2022-01-01,Pahang,Jerantut,both,787.0,8.11340206185567
2022-01-01,Pahang,Jerantut,female,333.0,7.302631578947368
2022-01-01,Pahang,Jerantut,male,454.0,8.832684824902724
2022-01-01,Pahang,Kuantan,both,2690.0,4.821652625918624
2022-01-01,Pahang,Kuantan,female,1082.0,4.034302759134974
2022-01-01,Pahang,Kuantan,male,1608.0,5.550569554711771
2022-01-01,Pahang,Lipis,both,668.0,6.823289070480081
2022-01-01,Pahang,Lipis,female,310.0,6.7099567099567095
2022-01-01,Pahang,Lipis,male,358.0,6.924564796905222
2022-01-01,Pahang,Maran,both,1045.0,9.11072362685266
2022-01-01,Pahang,Maran,female,424.0,7.709090909090909
2022-01-01,Pahang,Maran,male,621.0,10.402010050251256
2022-01-01,Pahang,Pekan,both,922.0,7.465587044534413
2022-01-01,Pahang,Pekan,female,376.0,6.573426573426573
2022-01-01,Pahang,Pekan,male,546.0,8.23529411764706
2022-01-01,Pahang,Raub,both,785.0,8.109504132231406
2022-01-01,Pahang,Raub,female,321.0,7.008733624454149
2022-01-01,Pahang,Raub,male,464.0,9.098039215686274
2022-01-01,Pahang,Rompin,both,860.0,8.565737051792828
2022-01-01,Pahang,Rompin,female,337.0,7.326086956521739
2022-01-01,Pahang,Rompin,male,523.0,9.613970588235292
2022-01-01,Pahang,Temerloh,both,1411.0,8.23220536756126
2022-01-01,Pahang,Temerloh,female,588.0,7.067307692307692
2022-01-01,Pahang,Temerloh,male,823.0,9.331065759637188
2023-01-01,Pahang,Bentong,both,835.0,6.981605351170569
2023-01-01,Pahang,Bentong,female,355.0,6.893203883495145
2023-01-01,Pahang,Bentong,male,480.0,7.048458149779736
2023-01-01,Pahang,Bera,both,745.0,7.442557442557443
2023-01-01,Pahang,Bera,female,284.0,6.094420600858369
2023-01-01,Pahang,Bera,male,461.0,8.616822429906541
2023-01-01,Pahang,Cameron Highlands,both,184.0,4.49877750611247
2023-01-01,Pahang,Cameron Highlands,female,78.0,4.534883720930233
2023-01-01,Pahang,Cameron Highlands,male,106.0,4.472573839662448
2023-01-01,Pahang,Jerantut,both,726.0,7.363083164300203
2023-01-01,Pahang,Jerantut,female,306.0,6.6521739130434785
2023-01-01,Pahang,Jerantut,male,420.0,7.984790874524714
2023-01-01,Pahang,Kuantan,both,2716.0,4.800282785436551
2023-01-01,Pahang,Kuantan,female,1088.0,4.0073664825046045
2023-01-01,Pahang,Kuantan,male,1628.0,5.531770302412504
2023-01-01,Pahang,Lipis,both,624.0,6.233766233766234
2023-01-01,Pahang,Lipis,female,287.0,6.1587982832618025
2023-01-01,Pahang,Lipis,male,337.0,6.310861423220974
2023-01-01,Pahang,Maran,both,950.0,8.11965811965812
2023-01-01,Pahang,Maran,female,418.0,7.531531531531532
2023-01-01,Pahang,Maran,male,532.0,8.664495114006515
2023-01-01,Pahang,Pekan,both,882.0,7.005559968228753
2023-01-01,Pahang,Pekan,female,395.0,6.798623063683304
2023-01-01,Pahang,Pekan,male,487.0,7.172312223858615
2023-01-01,Pahang,Raub,both,773.0,7.823886639676114
2023-01-01,Pahang,Raub,female,321.0,6.948051948051948
2023-01-01,Pahang,Raub,male,452.0,8.593155893536121
2023-01-01,Pahang,Rompin,both,802.0,7.893700787401575
2023-01-01,Pahang,Rompin,female,331.0,7.087794432548179
2023-01-01,Pahang,Rompin,male,471.0,8.579234972677597
2023-01-01,Pahang,Temerloh,both,1271.0,7.275329135661134
2023-01-01,Pahang,Temerloh,female,563.0,6.68646080760095
2023-01-01,Pahang,Temerloh,male,708.0,7.823204419889502
2024-01-01,Pahang,Bentong,both,834.0,6.9
2024-01-01,Pahang,Bentong,female,321.0,6.2
2024-01-01,Pahang,Bentong,male,513.0,7.4
2024-01-01,Pahang,Bera,both,707.0,7.0
2024-01-01,Pahang,Bera,female,282.0,6.0
2024-01-01,Pahang,Bera,male,425.0,7.8
2024-01-01,Pahang,Cameron Highlands,both,216.0,4.9
2024-01-01,Pahang,Cameron Highlands,female,84.0,4.8
2024-01-01,Pahang,Cameron Highlands,male,132.0,4.9
2024-01-01,Pahang,Jerantut,both,795.0,8.0
2024-01-01,Pahang,Jerantut,female,313.0,6.7
2024-01-01,Pahang,Jerantut,male,482.0,9.0
2024-01-01,Pahang,Kuantan,both,2695.0,4.7
2024-01-01,Pahang,Kuantan,female,1069.0,3.9
2024-01-01,Pahang,Kuantan,male,1626.0,5.5
2024-01-01,Pahang,Lipis,both,582.0,5.7
2024-01-01,Pahang,Lipis,female,259.0,5.5
2024-01-01,Pahang,Lipis,male,323.0,5.9
2024-01-01,Pahang,Maran,both,975.0,8.2
2024-01-01,Pahang,Maran,female,436.0,7.8
2024-01-01,Pahang,Maran,male,539.0,8.6
2024-01-01,Pahang,Pekan,both,876.0,6.9
2024-01-01,Pahang,Pekan,female,407.0,6.9
2024-01-01,Pahang,Pekan,male,469.0,6.8
2024-01-01,Pahang,Raub,both,736.0,7.3
2024-01-01,Pahang,Raub,female,291.0,6.3
2024-01-01,Pahang,Raub,male,445.0,8.3
2024-01-01,Pahang,Rompin,both,796.0,7.7
2024-01-01,Pahang,Rompin,female,306.0,6.5
2024-01-01,Pahang,Rompin,male,490.0,8.8
2024-01-01,Pahang,Temerloh,both,1304.0,7.3
2024-01-01,Pahang,Temerloh,female,569.0,6.7
2024-01-01,Pahang,Temerloh,male,735.0,7.9
2020-01-01,Perak,Bagan Datuk,both,493.0,5.954106280193237
2020-01-01,Perak,Bagan Datuk,female,219.0,5.9349593495934965
2020-01-01,Perak,Bagan Datuk,male,274.0,5.969498910675381
2020-01-01,Perak,Batang Padang,both,891.0,7.185483870967742
2020-01-01,Perak,Batang Padang,female,373.0,6.532399299474606
2020-01-01,Perak,Batang Padang,male,518.0,7.742899850523168
2020-01-01,Perak,Hilir Perak,both,1236.0,8.704225352112676
2020-01-01,Perak,Hilir Perak,female,536.0,8.108925869894101
2020-01-01,Perak,Hilir Perak,male,700.0,9.22266139657444
2020-01-01,Perak,Hulu Perak,both,721.0,7.58149316508938
2020-01-01,Perak,Hulu Perak,female,291.0,6.36761487964989
2020-01-01,Perak,Hulu Perak,male,430.0,8.704453441295547
2020-01-01,Perak,Kampar,both,863.0,8.743667679837893
2020-01-01,Perak,Kampar,female,389.0,8.070539419087137
2020-01-01,Perak,Kampar,male,474.0,9.386138613861386
2020-01-01,Perak,Kerian,both,1410.0,8.473557692307692
2020-01-01,Perak,Kerian,female,625.0,7.744733581164808
2020-01-01,Perak,Kerian,male,785.0,9.159859976662776
2020-01-01,Perak,Kinta,both,5646.0,6.352385238523853
2020-01-01,Perak,Kinta,female,2379.0,5.559710212666511
2020-01-01,Perak,Kinta,male,3267.0,7.08984375
2020-01-01,Perak,Kuala Kangsar,both,1403.0,7.967064168086315
2020-01-01,Perak,Kuala Kangsar,female,626.0,7.220299884659746
2020-01-01,Perak,Kuala Kangsar,male,777.0,8.7010078387458
2020-01-01,Perak,Larut Dan Matang,both,2626.0,9.740356083086052
2020-01-01,Perak,Larut Dan Matang,female,1167.0,8.99075500770416
2020-01-01,Perak,Larut Dan Matang,male,1459.0,10.436337625178826
2020-01-01,Perak,Manjung,both,1558.0,6.3076923076923075
2020-01-01,Perak,Manjung,female,661.0,5.803336259877085
2020-01-01,Perak,Manjung,male,897.0,6.739293764087153
2020-01-01,Perak,Muallim,both,387.0,5.0456323337679265
2020-01-01,Perak,Muallim,female,164.0,4.1
2020-01-01,Perak,Muallim,male,223.0,6.076294277929155
2020-01-01,Perak,Perak Tengah,both,694.0,7.33615221987315
2020-01-01,Perak,Perak Tengah,female,335.0,7.314410480349346
2020-01-01,Perak,Perak Tengah,male,359.0,7.356557377049181
2021-01-01,Perak,Bagan Datuk,both,654.0,7.822966507177034
2021-01-01,Perak,Bagan Datuk,female,297.0,8.027027027027026
2021-01-01,Perak,Bagan Datuk,male,357.0,7.660944206008583
2021-01-01,Perak,Batang Padang,both,1192.0,9.43784639746635
2021-01-01,Perak,Batang Padang,female,511.0,8.795180722891565
2021-01-01,Perak,Batang Padang,male,681.0,10.0
2021-01-01,Perak,Hilir Perak,both,1411.0,9.73103448275862
2021-01-01,Perak,Hilir Perak,female,602.0,9.025487256371814
2021-01-01,Perak,Hilir Perak,male,809.0,10.318877551020408
2021-01-01,Perak,Hulu Perak,both,842.0,8.835257082896117
2021-01-01,Perak,Hulu Perak,female,375.0,8.169934640522875
2021-01-01,Perak,Hulu Perak,male,467.0,9.45344129554656
2021-01-01,Perak,Kampar,both,993.0,10.10172939979654
2021-01-01,Perak,Kampar,female,414.0,8.607068607068607
2021-01-01,Perak,Kampar,male,579.0,11.533864541832669
2021-01-01,Perak,Kerian,both,1736.0,10.34564958283671
2021-01-01,Perak,Kerian,female,752.0,9.238329238329236
2021-01-01,Perak,Kerian,male,984.0,11.375722543352602
2021-01-01,Perak,Kinta,both,6441.0,7.207923008057296
2021-01-01,Perak,Kinta,female,2777.0,6.423779782558408
